word,type,translation
todentaa,all,to verify
todentua,all,poignantly
todesta,all,for the fact that
todesti,all,truly
todeta,all,to note
todistaa,all,to evidence
todistaja,all,witness
todistajanlausunto,all,testimony
todistajanpalkkio,all,provenance
todistajanvala,all,oath of witness
todistamaton,all,tunnustaa
todistaminen,wiki,attestation
todistamistaakka,all,burden of proof
todistamisvelvollisuus,all,evidence
todiste,all,evidence
todisteellinen,all,evidence
todisteellisesti,all,evidence
todistella,all,to prove
todistelu,all,argument
todistua,all,to prove
todistus,all,certificate
todistusaineisto,all,evidence
todistusarvo,all,certificate
todistusjäljennös,all,certificate
todistuskappale,all,exhibit
todistusketju,all,proof
todistustaakka,all,the burden of proof
todistusvelvollisuus,all,certificate
todistusvoima,all,cogency
toeta,all,to calm down
toffee,all,taffy
tofu,all,tofu
toga,all,Toga
togolainen,wiki,Togoan
tohelo,all,duffer
toheloida,all,to bungle
tohelointi,all,toh
toheltaa,all,blunder
tohina,all,razzle
tohista,all,to fuss
tohtia,all,to presume
tohtori,all,doctor
tohtorinarvo,all,doctorate
tohtorinhattu,all,doctor
tohtorinkaronkka,all,doctor
tohtorinkukka,all,doctor
tohtorinmiekka,all,doctor
tohtorinväitös,all,doctoral thesis
tohtorinväitöskirja,all,doctor's thesis
tohtorinväitöstilaisuus,all,doctoral thesis
tohtoripromootio,all,Dr. Promotion
tohtoroida,all,to doctor
tohtorointi,all,doctoral
tohtoroitua,all,to doctor
tohveli,all,slipper
tohvelieläin,all,slippery animal
tohvelikukka,all,slipper
tohvelisankari,all,hen-pecked husband
toi,all,to bring
toikkaroida,all,to stagger
toikkarointi,all,to -do
toilailla,all,to fool around
toilaus,all,wool
toiletti,all,toilet
toimeenpanna,all,to enforce
toimeenpano,all,execution
toimeenpanovalta,all,executive power
toimeentuleva,all,to-do
toimeentulo,all,livelihood
toimeentulominimi,all,subsistence level
toimeentulotuki,all,income support
toimeentuloturva,all,livelihood
toimekkaasti,all,functionally
toimekkuus,all,operation
toimeksiantaja,all,principal
toimeksianto,all,assignment
toimelias,all,active
toimenhaltija,all,action
toimenkuva,all,job description
toimenkuvaus,all,job description
toimenpide,all,measures
toimenpidehuone,all,operation room
toimenpidekielto,all,measures
toimeton,all,inactive
toimettomuus,wiki,inaction
toimi,all,calling
toimia,all,to act
toimiaika,all,business
toimiala,all,industry
toimialajohtaja,all,industry
toimialajärjestö,all,industry
toimialue,all,territory
toimiehtosopimus,all,action
toimielin,all,organ
toimihenkilö,all,officer
toimija,all,actor
toimikas,all,twill
toimikassidoksinen,all,Twill
toimikassidos,all,twill
toimikausi,all,The term of office
toimikelpoinen,all,functional
toimikelpoisuus,all,action
toimikortti,all,intelligent card
toimikunta,all,committee
toimilupa,all,concession
toimimaton,wiki,inoperative
toiminimi,all,trade name
toiminnallinen,all,functional
toiminnallisuus,wiki,functionality
toiminnanjohtaja,all,Executive Director
toiminne,all,your action
toiminta,all,activities
toimintaedellytys,all,operating condition
toimintaelokuva,all,action film
toimintahäiriö,all,malfunction
toimintakausi,all,action period
toimintakertomus,all,action report
toimintakeskus,all,action center
toimintakohde,all,action
toimintakunto,all,Functionality
toimintakuntoinen,all,operational
toimintakyky,all,performance
toimintakykyinen,all,operational
toimintakyvytön,all,out of order
toimintakäsky,all,action command
toimintamaalaus,wiki,workshop
toimintamekanismi,wiki,mechanism of action
toimintamuoto,all,format
toimintaohje,all,Code of Conduct
toimintaperiaate,all,principle
toimintasuunnitelma,all,plan of action
toimintasäde,all,range
toimintatapa,all,mode of operation
toimintatarmo,all,action
toimintatarmoinen,all,operational
toimintaterapeutti,all,occupational therapist
toimintaterapia,all,occupational therapy
toimintavalmis,all,ready for operation
toimintavalmius,all,readiness
toimintavapaus,all,latitude
toimintavarma,all,reliable
toimintavuosi,all,financial year
toimintayksikkö,all,functional unit
toiminto,all,function
toimintonäppäin,all,function key
toimipaikka,all,post
toimipaikkaruokala,all,office
toimipiiri,all,mission
toimisto,all,office
toimistoaika,all,office time
toimistoapulainen,all,office boy
toimistoautomaatio,all,office automation
toimistohenkilökunta,all,office staff
toimistohenkilöstö,all,office staff
toimistohotelli,all,office hotel
toimistopäällikkö,all,office manager
toimistorakennus,wiki,office building
toimistosihteeri,all,office secretary
toimistotalo,wiki,office block
toimistotyö,all,desk job
toimistoupseeri,all,office officer
toimistovirkailija,all,clerk
toimitalo,all,office building
toimitella,all,to deliver
toimitila,all,office
toimitsija,all,official
toimitsijamies,all,trustee
toimittaa,all,to deliver
toimittaja,all,supplier
toimittajakunta,all,journalist
toimittaminen,wiki,provision
toimitteilla,all,you act in
toimituksellinen,wiki,editorial
toimitus,all,delivery
toimitusaika,all,delivery time
toimitusehto,all,quotation
toimituserä,all,delivery item
toimitushenkilökunta,all,editorial staff
toimitushenkilöstö,all,delivery personnel
toimitusinsinööri,all,delivery engineer
toimitusjohtaja,all,managing director
toimituskappeli,all,supply chapel
toimituskartta,all,delivery map
toimituskirja,all,shipping book
toimituskulut,all,shipping costs
toimituskunta,all,editorial office
toimitusluotto,all,delivery credit
toimitusmaksu,all,service charge
toimitusmerkki,all,editorial
toimitusmies,all,delivery man
toimitusministeristö,all,caretaker government
toimitusneuvosto,all,editorial board
toimituspaikka,all,delivery point
toimituspalkkio,all,shipping fee
toimitusperiaate,all,delivery principle
toimituspäällikkö,all,managing manager
toimitussihteeri,all,subeditor
toimitustekniikka,all,delivery technology
toimitustyö,all,supply
toimituttaa,all,supply
toimiupseeri,all,warrant officer
toimiva,all,active
toimivalta,all,jurisdiction
toimivaltainen,all,competent
toimivaltuus,all,competence
toimivuosi,all,business year
toimivuus,wiki,functionality
toinen,all,another
tointua,all,to recover
toipilaisuus,all,convalescence
toipilas,all,convalescent
toipilasaika,all,convalescence
toipua,all,to recover
toipumaton,wiki,bounce back
toipuminen,wiki,recovery
toipumisaika,all,recovery
toipumisloma,all,recovery
toisaalla,all,elsewhere
toisaalle,all,elsewhere
toisaalta,all,secondly
toisaanne,all,each other
toisarvoinen,all,secondary
toisasteinen,all,secondary
toiseksi,all,secondly
toisen-,all,second-degree
toisenlainen,all,another kind of
toisenmoinen,all,secondary
toisennäköinen,all,leveraged
toisentapainen,all,another
toisenuskoinen,all,different
toisenvärinen,all,second-color
toiseus,all,otherness
toisin,all,otherwise
toisinaan,all,from time to time
toisinajatteleva,all,dissident
toisinajattelija,all,dissident
toisinnos,all,The reproduction
toisinpäin,all,the other way round
toisintaa,all,to reproduce
toisinto,all,repetition
toisintokuume,wiki,repetitive fever
toisiokäämi,all,secondary winding
toiskertainen,all,secondary
toiskätinen,all,different
toisluokkalainen,all,secondary
toispaikkainen,all,observant
toispaikkakuntalainen,all,observant
toispuolinen,all,off
toissa,all,at work
toissailtainen,all,second -night
toissakesäinen,all,another
toissapäiväinen,all,the day before yesterday
toissavuotinen,all,last year
toissijainen,all,secondary
toissijaisesti,all,in the alternative
toissijaisuus,all,secondaryity
toissilmäinen,all,eye-eyed
toistaa,all,to repeat
toistainen,all,another kind
toistaiseksi,all,so far
toistaitoinen,all,repetitive
toistakymmentä,all,a dozen or so
toistakymmentätuhatta,all,over ten thousand
toistaminen,wiki,Playing
toistamiseen,all,again
toistasataa,all,than a hundred
toistatuhatta,all,repetitive
toiste,all,another time
toistella,all,to reiterate
toistettava,wiki,be repeated
toistettavuus,wiki,reproducibility
toisto,all,reiteration
toistoalennus,all,repetition discount
toistoalue,all,playing area
toistotyö,all,repetition
toistua,all,to be repeated
toistuva,wiki,repeated
toistuvaismaksu,all,repetition fee
toistuvaissuoritus,all,repeated performance
toistuvasti,all,repeatedly
toistuvuus,all,frequency
toisuskoinen,all,secondary
toitottaa,all,to toot
toitottaja,all,repeater
toitotus,all,toot
toive,all,wish
toiveajattelija,all,wishes
toiveajattelu,all,wish
toiveammatti,all,wishful professional
toiveikas,all,hopeful
toiveikkaasti,all,hopefully
toiveikkuus,all,hopefulness
toivekonsertti,all,reverse concert
toivelevy,all,wish board
toiveuni,all,pipe dream
toiviomatka,all,intention
toiviomatkalainen,all,traveler
toivioretkeläinen,all,hiker
toivioretki,all,pilgrimage
toivo,all,hope
toivoa,all,to hope
toivomus,all,wish
toivomusaloite,all,wish initiative
toivomusluu,wiki,wishbone
toivonkipinä,all,spark
toivonpilkahdus,all,ray of hope
toivonsäde,all,hopes
toivorikas,all,wishful
toivotella,all,hope about
toivoton,all,hopeless
toivottaa,all,to wish
toivottava,all,desirable
toivottavasti,all,hopefully
toivottomasti,all,hopelessly
toivottomuus,all,despair
toivottu,all,wanted
toivotunlainen,wiki,desired
toivotus,all,sentiment
tokaista,all,to blurt
tokaluokkalainen,all,talcuman
tokelau,wiki,toke
tokelaulainen,wiki,fellow
toki,all,Sure
tokiolainen,wiki,Tokyoite
tokka,all,herd
tokko,all,goby
tokkura,all,stupor
tokkurainen,all,torpid
tokoferoli,wiki,tocopherol
toksemia,all,toxemia
toksiini,all,toxin
toksikologia,all,toxicology
toksinen,all,toxic
toksisuus,wiki,toxicity
toksoplasmoosi,wiki,toxoplasmosis
tola,all,path
tolalla,all,owner has
tolalle,all,new leaf
tolaltaan,all,upset
toleranssi,all,tolerance
toleranssialue,all,tolerance area
toleranssiraja,all,tolerance
tolerantti,all,tolerant
toliltaan,all,toliltan
toljailla,all,to loiter
toljottaa,all,to gape
toljotus,all,goggle
tolkku,all,sense
tolkullinen,wiki,dubious
tolkuton,all,senseless
tolkuttaa,all,dull
tolkuttomasti,all,tooth
tolkuttomuus,all,freezing
tollo,all,bumpkin
tollottaa,all,to gawp
tolppa,all,post
tolppalaukaus,all,post
tolueeni,all,toluene
tolvana,all,ignoramus
tomaatti,all,tomato
tomaattikastike,all,tomato sauce
tomaattikeitto,all,tomato soup
tomaattimehu,all,tomato juice
tomaattimurska,all,tomato
tomaattimurske,all,tomato
tomaattipyree,all,tomato
tomaattisalaatti,all,tomato salad
tomaattisose,all,tomato paste
tomaattivoileipä,all,tomato
tomahawk,all,tomahawk
tomatillo,wiki,tomato
tomera,all,bustling
tomeruus,all,bump
tommoinen,all,tommy
tomografi,all,Tomogram
tomografia,all,tomography
tomppeli,all,clod
tomtom,all,tom-tom
tomu,all,dust
tomuhiukkanen,all,mote
tomuinen,all,dusty
tomukerros,all,troupe
tomumaja,all,dust
tomupilvi,all,dustpool
tomuriepu,all,Tomuriiepu
tomurätti,all,dust
tomusokeri,all,icing sugar
tomuta,all,dust
tomuttaa,all,to dust
tomutus,all,dustiness
tonaalinen,all,tonal
tonaalisesti,all,tonally
tonaalisuus,all,tonality
tonaliteetti,all,tonality
tonga,wiki,Tongan
tongalainen,wiki,Tongan
tongit,all,pliers
tonic water,all,tonic-vesi
tonikki,all,tonic
tonkia,all,to rummage around
tonkka,all,stiff
tonne,all,tonni
tonneittain,all,tonne
tonni,all,tonne
tonnikala,all,tuna
tonnisto,all,tonnage
tonsilla,all,tons
tonsilliitti,all,tonsillitis
tonsuuri,all,tonsure
tontinomistaja,all,landlord
tontinvuokra,all,land rental
tontittaa,all,to parcel out
tontitus,all,plot
tontti,all,plot
tonttiarvo,all,plural
tonttijako,all,division
tonttikartta,all,plot map
tonttikeinottelu,all,plot
tonttimaa,all,development
tonttipolitiikka,all,plot policy
tonttu,all,brownie
tonttuilla,all,on the elf
tonttuilu,all,elf
tonttulakki,all,jacket
tonttuleikki,all,brownie
tonttupoika,all,son
tonttupuku,all,elf costume
tonttutyttö,all,glutton
tonus,all,jänteys
tooga,all,toga
toonika,all,tonic
toonikumi,wiki,toon
toora,all,torah
toosa,all,box
top,all,top
topaasi,all,topaz
topakka,all,energetic
topata,all,to wad
topografi,all,topographer
topografia,all,topography
topografinen,all,topographical
topografisesti,all,topographically
topologinen,wiki,topological
toppa,all,quilted
toppahaalari,all,overall
toppahousut,all,pants
toppakangas,all,cock
toppapusakka,all,quilted
toppapusero,all,quilted
toppari,all,top
topparoikka,all,top
toppasokeri,all,topping
toppatakki,all,quilted jacket
toppatäkki,all,quilted jacket
toppaus,all,padding
toppi,all,top
toppis,all,top
toppuuttaa,all,to quilt
toppuuttelu,all,pushing
toppuutus,all,topping
tora,all,argy-bargy
torahammas,all,fang
torailla,all,wrangle
torailu,all,wrangle
toraisa,all,vixenish
toraisuus,wiki,pregnancy
torajyvä,all,ergot
torakka,all,cockroach
torakotomia,wiki,thoracotomy
torero,all,toero
tori,all,market
toriaika,all,tab
toriaukio,all,tower
torihinta,all,rabbit
torikammo,all,torque
torikassi,all,throat
torikauhu,all,torch
torikauppa,all,trough
torikauppias,all,trough
torikokous,all,torque
torimyynti,all,storm
toripäivä,all,market
toritaide,all,root
toritapahtuma,all,marketplace
torium,all,thorium
torjua,all,to prevent
torjuminen,wiki,rejection
torjunta,all,save
torjunta-aine,all,biocide
torjuntaeliö,all,pesticide
torjuntahävittäjä,all,interceptor
torjuntaohjus,all,anti-missile
torjuntaprosentti,all,pesticide
torjuntataistelu,all,fighting battle
torjuntavoitto,all,counterfeit
torjuva,all,unwelcoming
torjuvasti,all,retrogradely
torkahdella,all,snooze
torkahdus,all,catnap
torkahtaa,all,to doze off
torkahtelu,all,soup
torkku,all,snooze
torkkua,all,to snooze
torkkuja,wiki,nap
torkkupeitto,wiki,snooze
torkuksissa,all,on the nap
tornado,all,tornado
torni,all,tower
tornikello,all,tower
tornikellopeli,wiki,tower watch
torninosturi,all,tower crane
torniolainen,wiki,torn
tornipöllö,wiki,tower
tornitalo,all,tower block
tornittaa,all,towers
tornitus,all,tower
torpankukka,all,croft
torpedo,all,torpedo
torpedohyökkäys,all,torpedo attack
torpedoida,all,to torpedo
torpedointi,all,torpedo
torpedoputki,all,torpedopic
torpedovene,all,torpedovee
torppa,all,croft
torppari,all,crofter
torpparilaitos,all,torch
torppariluokka,all,torch class
torppariväestö,all,croft
torrakko,all,torra
torri,wiki,Torri
torsio,all,torsion
torsiovoima,all,tars
torso,all,torso
torstai,all,Thursday
torstainen,all,Thursday
tortelliini,all,tortellin
tortilla,all,tortilla
torttu,all,tart
torua,all,to upbraid
torut,all,carpet
torveilla,all,hurry
torveilu,all,horn
torvelo,all,torvel
torvensoittaja,all,trumpeter
torventekijä,all,horny maker
torventoitotus,all,horning
torventörähdys,all,blast
torvi,all,horn
torvijäkälä,all,hopper
torvikukka,all,horn flower
torvimusiikki,all,horn music
torviseitsikko,all,horn
torvisieni,all,horn mushrooms
torvisoitto,all,torque
torvisoittokunta,all,brass band
toscaleivos,all,Toscaleivos
tosi,all,true
tosiaan,all,really
tosiaikainen,all,real-time
tosiaikajärjestelmä,all,real time
tosiasia,all,fact
tosiasiallinen,all,actual
tosiasiallisesti,all,actually
tosielämä,all,real life
tosijuttu,all,truety
tosikertomus,all,real report
tosikko,all,humorless
tosikkomainen,all,straight-laced
tosikkomaisesti,all,as a good way
tosikkomaisuus,all,papers
tosimielessä,all,in a real way
tosin,all,indeed
tosio,all,fact
tosioleva,all,concert
tosiolevainen,all,conceived
tosioloinen,all,conedive
tosiolot,all,actualities
tosipaikka,all,place
tosipohja,all,toys
tosiseikka,all,fact
tosissaan,all,seriously
tositapa,all,the true way
tositapaus,all,case
tositarina,all,true story
tositarkoitus,all,realization
tosite,all,voucher
tositoimi,all,realization
toskakakku,all,toscake
toskaleivos,all,tortal
tossu,all,slipper
totaali,all,of total
totaalikieltäytyjä,all,totalizer
totaalinen,all,total
totaalisesti,all,totally
totalisaattori,all,tote
totalisaattoriravit,all,totalizator racks
totalitaarinen,all,totalitarian
totalitaarisesti,all,totalitarian
totalitaarisuus,all,totalitarianism
totalitarismi,all,totalitarianism
toteama,all,recognized by the
toteamus,all,statement
toteemi,all,totem
toteemieläin,all,toothe
toteemipaalu,all,totem
toteemipatsas,all,totem
toteen,all,established
toteennäyttö,all,rendering
totella,all,to obey
totemismi,all,totemism
toteuma,all,realization
toteuttaa,all,to implement
toteuttaja,all,implementer
toteuttaminen,wiki,realization
toteuttamiskelpoinen,wiki,viable
toteutua,all,to be realized
toteutuma,all,outcome
toteutuminen,wiki,realization
toteutus,all,achievement
toti,all,toddy
totinen,all,serious
totisesti,all,verily
totisuus,all,reality
toto,all,tote
totoaja,all,toto
totolippu,all,total
totota,all,toyota
totovihje,all,hint
totta,all,true
tottelematon,all,disobedient
tottelemattomasti,all,disobediently
tottelemattomuus,all,disobedience
tottelevainen,all,obedient
tottelevaisesti,all,obediently
tottelevaisuus,all,obedience
tottelevaisuuskoe,all,obedience
tottua,all,to shake down
tottumaton,all,unaccustomed
tottuminen,wiki,getting used to
tottumus,all,habit
tottunut,wiki,accustomed to
totunnainen,all,accustomed
totutella,all,get used to
totuttaa,all,to accustom
totuttautua,all,to break in
totuttu,wiki,customary
totutusajo,all,truth
totuudellinen,all,truthful
totuudellisuus,all,truthfulness
totuudenmukainen,all,truthful
totuudenmukaisesti,all,truthfully
totuudenmukaisuus,all,veracity
totuudenrakkaus,all,truth
totuudenvastainen,all,false
totuus,all,truth
totuusarvo,all,truth
totuusvaatimus,all,truthfulness
totuusvakuutus,all,truthfulness
touhottaa,all,to carry on
touhotus,all,palaver
touhu,all,hustle
touhuilla,all,hustle in
touhuilu,all,fluff
touhukas,all,bustling
touhukkaasti,all,hustle and bustle
touhuta,all,to hustle
toukankäytävä,all,patch
toukanreikä,all,hole
toukka,all,maggot
toukka-aste,all,larva
toukkavaihe,all,larvae
touko,all,in May
toukoaika,all,May
toukokuinen,all,May
toukokukka,wiki,May
toukokuu,all,May
toukopelto,all,May
toukotyöt,all,May
touonteko,all,tone
toutain,all,hut
touvi,all,hawser
toveri,all,comrade
toveriasunto,all,companionship
toverihenki,all,good fellowship
toverijoukko,all,comrades
toverikuri,all,companionship
toverillinen,all,comradely
toverillisesti,all,by a comradely
toverillisuus,all,companionship
toveripiiri,all,comrade
toverukset,all,commentary
toveruus,all,companionship
toveruussuhde,all,companionship
tovi,all,while
traagikko,all,tragic
traaginen,all,tragic
traagisesti,all,tragically
traagisuus,all,tragicalness
traakialainen,wiki,triangular
traakki,wiki,trailer
traakkipuu,all,tracker
traani,all,train oil
tradenomi,all,Bachelor of Business Administration
tradingkauppa,all,trading shop
traditio,all,tradition
traditionaalinen,all,traditional
traditionaalisesti,all,traditionally
traditionaalisuus,all,academism
trafiikki,all,trafic
trafikisti,all,trap
tragedia,all,tragedy
tragiikka,all,tragic
tragikomedia,all,tragicomedy
tragikoominen,all,tragicomic
trahteerata,all,tract
traileri,all,trailer
trakooma,wiki,trachoma
traktaatti,all,tract
traktori,all,tractor
traktorikaivuri,all,tract
traktorimarssi,all,tractorcade
traktorinkuljettaja,all,tractor
traktorityökone,all,tractor
tralli,all,trap
trampata,all,tramp
trampoliini,all,trampoline
trance,all,transsi
trans,wiki,cis-trans isomerism
transaktio,wiki,transaction
transatlanttinen,wiki,transatlantic
transferenssi,all,transference
transformointi,all,transformation
transgeeninen,all,transgenic
transistori,all,transistor
transistoriradio,all,transistor
transistorivahvistin,all,transistor
transitiivinen,all,transitive
transitiivisuus,wiki,transitivity
transitiiviverbi,all,transitive verb
transito,all,transit
transitokauppa,all,transit shop
transitoliikenne,all,transit traffic
transitotulli,all,transit
transkriboida,all,to transcribe
transkriptio,all,transcription
transkutaaninen,wiki,transcutaneous
translaatio,wiki,translation
translatiivi,all,translative
translitteroida,all,to transliterate
translitterointi,all,transliteration
transmutaatio,wiki,transmutation
transplantaatti,all,transplant
transplantoida,all,to transplant
transplantointi,all,transplantation
transponoida,all,to transpose
transponointi,all,transposition
transpoosi,wiki,transpose
transseksuaali,all,transsexual
transseksuaalinen,all,transsexual
transseksuaalisuus,all,transsexuality
transseksualismi,all,transgender
transsendenssi,all,transcendence
transsendentti,all,transcendent
transsendenttinen,all,transcendental
transsi,all,trance
transsukupuolinen,wiki,transgender
transu,all,trans
transvestiitti,all,transvestite
trap,all,katiska
trapetsi,all,trapeze
trapetsitaiteilija,all,aerialist
trappi,wiki,bustard
trasseli,all,cotton waste
trasselitukko,all,tramp
tratta,all,draft
tratti,all,funnel
trauma,all,trauma
traumaattinen,all,traumatic
travertiini,wiki,travertine
treasonous,wiki,maanpetos
treasury,all,valtiovarainministeriö
treema,all,treasure
treenata,all,to train
treenaus,all,workout
treenaussali,all,workout
treeni,all,training
treenisali,all,training
treffata,all,dare
treffit,all,date
tremulantti,wiki,trill
trendi,all,trend
trendikkyys,all,trendy
trendikkäästi,all,trendy
trendikäs,all,trendy
trendipelle,wiki,trendy
trenssi,all,trench coat
trepanaatio,wiki,trepanization
trepanoida,wiki,trepp
trepanointi,wiki,treble
triadi,wiki,triad
trial,all,oikeudenkäynti
triangeli,all,triangle
triangelidraama,all,triangle
triasetaattikuitu,all,fiber
triaskausi,all,triangle
triatlon,all,triathlon
triatlonkilpailu,all,triathlon
tribalismi,wiki,tribalism
tribunaali,all,tribunal
tribuuni,all,tribute
tridymiitti,wiki,tridymite
triennaali,all,Dr.
trigonometria,all,trigonometry
trigonometrinen,all,trigonometric function
trijodityroniini,wiki,tri -dothyronin
trikiini,all,trichinae
trikinoosi,all,tricinosis
trikki,all,trick
trikkikuva,all,tricker
trikkikuvaus,all,trick
trikliininen,wiki,triclinic
trikoinen,all,buggy
trikolori,all,tricolor
trikomoniaasi,wiki,tricomonia
trikoo,all,tricot
trikoosametti,all,tricot
trikromaattinen,wiki,tricromatic
triljoona,all,one trillion
trilleri,all,thriller
trilli,all,trill
trilobiitti,wiki,trilobite
trilogia,all,trilogy
trimaraani,all,trimaran
trimetopriimi,wiki,trimetoprim
trimmata,all,to trim
trimmaus,all,trim
trinidadtobagolainen,wiki,trinidadtobago
trinomi,wiki,trinom
trio,all,trio
trioksidi,wiki,trioxide
trioli,all,triol
tripla,all,triple
trippi,all,trip
trippimittari,all,trip meter
triptyykki,all,triptych
trisomia,wiki,trisomy
tritanopia,wiki,trophy
tritoni,wiki,triton
triumfi,all,triumph
triumviraatti,all,triumvirate
triumviri,wiki,trium
triviaali,all,trivial
triviaalistaa,all,trivia list
trivialisoida,all,to trivialize
trivialiteetti,all,trivality
troglodyytti,wiki,troglodyt
trogoni,wiki,trog
troijalainen,wiki,Trojan
troijanhevonen,wiki,trojan horse
troikka,all,troika
trokantteri,wiki,troquist
trokari,all,scalper
trokata,all,to tout
trokaus,all,troy
trokee,all,trochee
trokeinen,wiki,trocone
trollaaminen,wiki,troll
trollaus,wiki,troll
trolleybussi,all,trolloybus
trolli,wiki,trolls
trombi,all,trombus
trombosyytti,all,thrombocyte
troolari,all,trawler
troolata,all,to trawl
trooli,all,trawl
troolikalastus,all,trawl fishing
troolipyynti,all,trawquility
trooppi,wiki,trophy
trooppinen,all,tropical
tropiikki,all,the tropics
tropismi,all,tropism
troponyymi,wiki,troponym
troposfääri,all,troposphere
troppi,all,trip
trotskilainen,all,trotsque
trotskilaisuus,all,trotsky
trotskismi,all,trotsism
trotyyli,all,trotype
trubaduuri,all,troubadour
trubaduurirunous,all,troubadour poetry
truismi,all,truism
trukinkuljettaja,all,Forklift driver
trukki,all,forklift
trulli,all,The trulli
trumpetisti,all,trumpeter
trumpetti,all,trumpet
trumpettihame,all,trumpet skirt
trumpettijoutsen,wiki,trumpet
trumpettikurki,wiki,trumpet
trumpettiköynnös,wiki,trumpet
trumpettipuu,wiki,trumpet wood
trumpettisoolo,all,trumpet solo
trusti,all,trust
trustiutua,all,trigger
trustivapaa,all,trust -free
tryffeli,all,truffle
tsaari,all,tsar
tsaarinaika,all,Tsaarina
tsaarinaikainen,all,tsar
tsaaritar,all,czarina
tsaarivalta,all,tsar
tsarismi,all,tsarism
tsasouna,all,chapel
tsatsiki,all,tzatziki
tsekata,all,checking out
tsekkaus,all,check
tsempata,all,encourage
tsemppi,all,Tsemppi
tsetsekärpänen,all,TSSetsekärpänen
tshekki,wiki,Czech
tsuppari,all,tsupari
tsygootti,all,zygote
tsätti,all,throat
tuaregi,wiki,tuareg
tuatara,wiki,tutor
tuberkkeli,wiki,tubercle
tuberkuliinikoe,all,test
tuberkuloosi,all,tuberculosis
tuberkuloosibakteeri,all,tuberculosis
tuberkuloosiparantola,all,tuberculosis
tuberkuloosirokotus,all,tuberculosis
tuberkuloottinen,all,consumptive
tuberosa,wiki,tuber
tuenta,all,support
tuffi,wiki,tuff
tuftata,all,tuft
tugrik,wiki,ceb
tuhahdella,all,snorted
tuhahdus,all,sniff
tuhahtaa,all,to bridle
tuhannen,all,thousand
tuhannes,all,thousandth
tuhannesosa,all,thousandth
tuhannesosamillimetri,all,a thousandthsamillimeter
tuhannesti,all,thousands
tuhansittain,all,thousands upon thousands
tuhat,all,thousand
tuhatjalkainen,all,centipede
tuhatkauno,all,daisy
tuhatkertainen,all,a thousand times
tuhatkertaisesti,all,a thousand times
tuhatkunta,all,thousand
tuhatlappunen,all,thousand
tuhatluku,all,dawn
tuhatmarkkanen,all,thousand
tuhatmäärin,all,thousand
tuhatpäinen,all,one thousand heads
tuhattaituri,all,jack-of-all-trades
tuhatvuotinen,all,millennial
tuhaus,all,thuch
tuhero,wiki,dash
tuherrella,all,dirty
tuherrus,all,scrawl
tuhertaa,all,to fudge
tuhina,all,snuffle
tuhista,all,snivel
tuhka,all,ash
tuhkakuppi,all,ashtray
tuhkaluukku,all,ash
tuhkanharmaa,all,ashen
tuhkapaju,wiki,ash
tuhkapensas,all,ash
tuhkapesä,all,ash
tuhkarokko,all,measles
tuhkarokkovirus,all,measles
tuhkata,all,to cremate
tuhkaus,all,cremation
tuhkauurna,all,cinerary urn
tuhkimo,all,Cinderella
tuhkimotarina,all,asset
tuhkuri,all,ash
tuhlaaja,all,prodigal
tuhlaajapoika,all,prodigal
tuhlaantua,all,sanctify
tuhlaavainen,all,extravagant
tuhlailla,all,splash out
tuhlari,all,spendthrift
tuhlata,all,to waste
tuhlaus,all,waste
tuhlautua,all,waste
tuhma,all,naughty
tuhmasti,all,wanderly
tuhmuus,all,nonsense
tuho,all,destruction
tuhoaja,all,destroyer
tuhoalue,all,distressed area
tuhoaminen,wiki,extermination
tuhoamisleiri,all,extermination
tuhoeläin,all,pest
tuhohyönteinen,all,insect pest
tuhoisa,all,devastating
tuhoisuus,all,destruction
tuholainen,all,pest
tuholaismyrkky,wiki,pests
tuholaistoiminta,all,pest
tuhooja,all,wrecker
tuhoojasatelliitti,all,Nom
tuhopolttaja,all,arsonist
tuhopoltto,all,arson
tuhosieni,all,my destruction
tuhota,all,to destroy
tuhoton,all,destructive
tuhottomasti,all,destructively
tuhotyö,wiki,sabotage
tuhoutua,all,to perish
tuhoutuminen,wiki,the destruction of
tuhovaikutus,all,devastation effect
tuhovoima,all,destructive force
tuhraantua,all,waste
tuhrata,all,to smudge
tuhrautua,all,waste
tuhria,all,to besmear
tuhriintua,all,to smear
tuhriutua,all,be fiddled with
tuhruinen,all,scratchy
tuhruisesti,all,underwritely
tuhruisuus,all,wastefulness
tuhti,all,stiff
tuhto,all,thwart
tuhutella,all,scatter
tuhuttaa,all,struck
tuhutus,all,destruction
tuhuuttaa,all,dash
tuija,all,thuja
tuijotella,all,stare at
tuijottaa,all,stare
tuijottaminen,wiki,staring
tuijottava,wiki,set
tuijotus,wiki,stare
tuiju,all,stunning
tuikahdella,all,whisk
tuikahdus,all,twinkle
tuikahtaa,all,to twinkle
tuikahtelu,all,twinkle
tuikata,all,to prick
tuike,all,twinkle
tuikea,all,stern
tuikeasti,all,stunningly
tuikehtia,all,droop
tuikeus,all,dagger
tuiki,all,glimmer
tuikkaa,all,to prick
tuikkaus,all,hardness
tuikkia,all,to twinkle
tuikku,all,nip
tuikkukynttilä,all,caught
tuikuttaa,all,scramble
tuima,all,stern
tuimasti,all,twist
tuimistua,all,to get angry
tuimuus,all,asperity
tuiskahtaa,all,to snap
tuiske,all,jury
tuiskia,all,to swirl
tuisku,all,flurry
tuiskuta,all,gust
